.Archetype.,Archetype,metrics,value,data_type
Nonspecific Chest Pain,Archetype 1,Mean Frequency,1.68,Diagnosis
Nonspecific Chest Pain,Archetype 1,Median Frequency,1.0,Diagnosis
Nonspecific Chest Pain,Archetype 1,Frequency per Quarter,0.07,Diagnosis
Nonspecific Chest Pain,Archetype 1,Frequency per Month,0.03,Diagnosis
Nonspecific Chest Pain,Archetype 2,Prevalence,0.315,Diagnosis
Nonspecific Chest Pain,Archetype 2,Mean Frequency,2.38,Diagnosis
Nonspecific Chest Pain,Archetype 2,Median Frequency,2.0,Diagnosis
Nonspecific Chest Pain,Archetype 2,Frequency per Quarter,0.09,Diagnosis
Nonspecific Chest Pain,Archetype 2,Frequency per Month,0.03,Diagnosis
Nonspecific Chest Pain,Archetype 3,Prevalence,0.326,Diagnosis
Nonspecific Chest Pain,Archetype 3,Mean Frequency,2.25,Diagnosis
Nonspecific Chest Pain,Archetype 3,Median Frequency,1.0,Diagnosis
Nonspecific Chest Pain,Archetype 3,Frequency per Quarter,0.05,Diagnosis
Nonspecific Chest Pain,Archetype 3,Frequency per Month,0.02,Diagnosis
Nonspecific Chest Pain,Archetype 4,Prevalence,0.601,Diagnosis
Nonspecific Chest Pain,Archetype 4,Mean Frequency,4.32,Diagnosis
Nonspecific Chest Pain,Archetype 4,Median Frequency,3.0,Diagnosis
Nonspecific Chest Pain,Archetype 4,Frequency per Quarter,0.17,Diagnosis
Nonspecific Chest Pain,Archetype 4,Frequency per Month,0.06,Diagnosis
Nonspecific Chest Pain,Overall,Prevalence,0.257,Diagnosis
Nonspecific Chest Pain,Overall,Mean Frequency,2.48,Diagnosis
Nonspecific Chest Pain,Overall,Median Frequency,1.0,Diagnosis
Nonspecific Chest Pain,Overall,Frequency per Quarter,0.07,Diagnosis
Nonspecific Chest Pain,Overall,Frequency per Month,0.03,Diagnosis
Nonspecific Chest Pain,Standard Deviation,Mean Frequency,1.0,Diagnosis
Nonspecific Chest Pain,Standard Deviation,Median Frequency,0.89,Diagnosis
Nonspecific Chest Pain,Standard Deviation,Frequency per Quarter,0.05,Diagnosis
Nonspecific Chest Pain,Standard Deviation,Frequency per Month,0.02,Diagnosis
Osteoarthritis,Archetype 1,Prevalence,0.118,Diagnosis
Osteoarthritis,Archetype 1,Mean Frequency,2.17,Diagnosis
Osteoarthritis,Archetype 1,Median Frequency,1.0,Diagnosis
Osteoarthritis,Archetype 1,Frequency per Quarter,0.06,Diagnosis
Osteoarthritis,Archetype 1,Frequency per Month,0.03,Diagnosis
Osteoarthritis,Archetype 2,Prevalence,0.311,Diagnosis
Osteoarthritis,Archetype 2,Mean Frequency,3.57,Diagnosis
Osteoarthritis,Archetype 2,Median Frequency,2.0,Diagnosis
Osteoarthritis,Archetype 2,Frequency per Quarter,0.13,Diagnosis
Osteoarthritis,Archetype 2,Frequency per Month,0.04,Diagnosis
Osteoarthritis,Archetype 3,Prevalence,0.379,Diagnosis
Osteoarthritis,Archetype 3,Mean Frequency,3.95,Diagnosis
Osteoarthritis,Archetype 3,Median Frequency,2.0,Diagnosis
Osteoarthritis,Archetype 3,Frequency per Quarter,0.1,Diagnosis
Osteoarthritis,Archetype 3,Frequency per Month,0.03,Diagnosis
Osteoarthritis,Archetype 4,Prevalence,0.58,Diagnosis
Osteoarthritis,Archetype 4,Mean Frequency,6.73,Diagnosis
Osteoarthritis,Archetype 4,Median Frequency,4.0,Diagnosis
Osteoarthritis,Archetype 4,Frequency per Quarter,0.25,Diagnosis
Osteoarthritis,Archetype 4,Frequency per Month,0.08,Diagnosis
Osteoarthritis,Overall,Prevalence,0.252,Diagnosis
Osteoarthritis,Overall,Mean Frequency,3.93,Diagnosis
Osteoarthritis,Overall,Median Frequency,2.0,Diagnosis
Osteoarthritis,Overall,Frequency per Quarter,0.1,Diagnosis
Osteoarthritis,Overall,Frequency per Month,0.04,Diagnosis
Osteoarthritis,Standard Deviation,Mean Frequency,1.66,Diagnosis
Osteoarthritis,Standard Deviation,Median Frequency,1.1,Diagnosis
Osteoarthritis,Standard Deviation,Frequency per Quarter,0.07,Diagnosis
Osteoarthritis,Standard Deviation,Frequency per Month,0.02,Diagnosis
Other Acquired Deformities,Archetype 1,Prevalence,0.051,Diagnosis
Other Acquired Deformities,Archetype 1,Mean Frequency,1.39,Diagnosis
Other Acquired Deformities,Archetype 1,Median Frequency,1.0,Diagnosis
Other Acquired Deformities,Archetype 1,Frequency per Quarter,0.02,Diagnosis
Other Acquired Deformities,Archetype 1,Frequency per Month,0.01,Diagnosis
Other Acquired Deformities,Archetype 2,Prevalence,0.178,Diagnosis
Other Acquired Deformities,Archetype 2,Mean Frequency,1.92,Diagnosis
Other Acquired Deformities,Archetype 2,Median Frequency,1.0,Diagnosis
Other Acquired Deformities,Archetype 2,Frequency per Quarter,0.04,Diagnosis
Other Acquired Deformities,Archetype 2,Frequency per Month,0.01,Diagnosis
Other Acquired Deformities,Archetype 3,Prevalence,0.215,Diagnosis
Other Acquired Deformities,Archetype 3,Mean Frequency,1.89,Diagnosis
Other Acquired Deformities,Archetype 3,Median Frequency,1.0,Diagnosis
Other Acquired Deformities,Archetype 3,Frequency per Quarter,0.03,Diagnosis
Other Acquired Deformities,Archetype 3,Frequency per Month,0.01,Diagnosis
Other Acquired Deformities,Archetype 4,Prevalence,0.426,Diagnosis
Other Acquired Deformities,Archetype 4,Mean Frequency,3.13,Diagnosis
Other Acquired Deformities,Archetype 4,Median Frequency,2.0,Diagnosis
Other Acquired Deformities,Archetype 4,Frequency per Quarter,0.09,Diagnosis
Other Acquired Deformities,Archetype 4,Frequency per Month,0.03,Diagnosis
Other Acquired Deformities,Overall,Prevalence,0.143,Diagnosis
Other Acquired Deformities,Overall,Mean Frequency,2.09,Diagnosis
Other Acquired Deformities,Overall,Median Frequency,1.0,Diagnosis
Other Acquired Deformities,Overall,Frequency per Quarter,0.03,Diagnosis
Other Acquired Deformities,Overall,Frequency per Month,0.01,Diagnosis
Other Acquired Deformities,Standard Deviation,Mean Frequency,0.64,Diagnosis
Other Acquired Deformities,Standard Deviation,Median Frequency,0.45,Diagnosis
Other Acquired Deformities,Standard Deviation,Frequency per Quarter,0.03,Diagnosis
Other Acquired Deformities,Standard Deviation,Frequency per Month,0.01,Diagnosis
Other And Unspecified Benign Neoplasm,Archetype 1,Prevalence,0.135,Diagnosis
Other And Unspecified Benign Neoplasm,Archetype 1,Mean Frequency,1.54,Diagnosis
Other And Unspecified Benign Neoplasm,Archetype 1,Median Frequency,1.0,Diagnosis
Other And Unspecified Benign Neoplasm,Archetype 1,Frequency per Quarter,0.05,Diagnosis
Other And Unspecified Benign Neoplasm,Archetype 1,Frequency per Month,0.02,Diagnosis
Other And Unspecified Benign Neoplasm,Archetype 2,Prevalence,0.281,Diagnosis
Other And Unspecified Benign Neoplasm,Archetype 2,Mean Frequency,2.08,Diagnosis
Other And Unspecified Benign Neoplasm,Archetype 2,Median Frequency,1.0,Diagnosis
Other And Unspecified Benign Neoplasm,Archetype 2,Frequency per Quarter,0.07,Diagnosis
Other And Unspecified Benign Neoplasm,Archetype 2,Frequency per Month,0.02,Diagnosis
Other And Unspecified Benign Neoplasm,Archetype 3,Prevalence,0.334,Diagnosis
Other And Unspecified Benign Neoplasm,Archetype 3,Mean Frequency,2.15,Diagnosis
Other And Unspecified Benign Neoplasm,Archetype 3,Median Frequency,1.0,Diagnosis
Other And Unspecified Benign Neoplasm,Archetype 3,Frequency per Quarter,0.05,Diagnosis
Other And Unspecified Benign Neoplasm,Archetype 3,Frequency per Month,0.02,Diagnosis
Other And Unspecified Benign Neoplasm,Archetype 4,Prevalence,0.468,Diagnosis
Other And Unspecified Benign Neoplasm,Archetype 4,Mean Frequency,2.85,Diagnosis
Other And Unspecified Benign Neoplasm,Archetype 4,Median Frequency,2.0,Diagnosis
Other And Unspecified Benign Neoplasm,Archetype 4,Frequency per Quarter,0.09,Diagnosis
Other And Unspecified Benign Neoplasm,Archetype 4,Frequency per Month,0.03,Diagnosis
Other And Unspecified Benign Neoplasm,Overall,Prevalence,0.236,Diagnosis
Other And Unspecified Benign Neoplasm,Overall,Mean Frequency,2.07,Diagnosis
Other And Unspecified Benign Neoplasm,Overall,Median Frequency,1.0,Diagnosis
Other And Unspecified Benign Neoplasm,Overall,Frequency per Quarter,0.06,Diagnosis
Other And Unspecified Benign Neoplasm,Overall,Frequency per Month,0.02,Diagnosis
Other And Unspecified Benign Neoplasm,Standard Deviation,Mean Frequency,0.47,Diagnosis
Other And Unspecified Benign Neoplasm,Standard Deviation,Median Frequency,0.45,Diagnosis
Other And Unspecified Benign Neoplasm,Standard Deviation,Frequency per Quarter,0.02,Diagnosis
Other And Unspecified Benign Neoplasm,Standard Deviation,Frequency per Month,0.0,Diagnosis
Other Ear And Sense Organ Disorders,Archetype 1,Prevalence,0.071,Diagnosis
Other Ear And Sense Organ Disorders,Archetype 1,Mean Frequency,1.5,Diagnosis
Other Ear And Sense Organ Disorders,Archetype 1,Median Frequency,1.0,Diagnosis
Other Ear And Sense Organ Disorders,Archetype 1,Frequency per Quarter,0.02,Diagnosis
Other Ear And Sense Organ Disorders,Archetype 1,Frequency per Month,0.01,Diagnosis
Other Ear And Sense Organ Disorders,Archetype 2,Prevalence,0.162,Diagnosis
Other Ear And Sense Organ Disorders,Archetype 2,Mean Frequency,1.94,Diagnosis
Other Ear And Sense Organ Disorders,Archetype 2,Median Frequency,1.0,Diagnosis
Other Ear And Sense Organ Disorders,Archetype 2,Frequency per Quarter,0.04,Diagnosis
Other Ear And Sense Organ Disorders,Archetype 2,Frequency per Month,0.01,Diagnosis
Other Ear And Sense Organ Disorders,Archetype 3,Prevalence,0.201,Diagnosis
Other Ear And Sense Organ Disorders,Archetype 3,Mean Frequency,2.21,Diagnosis
Other Ear And Sense Organ Disorders,Archetype 3,Median Frequency,1.0,Diagnosis
Other Ear And Sense Organ Disorders,Archetype 3,Frequency per Quarter,0.03,Diagnosis
Other Ear And Sense Organ Disorders,Archetype 3,Frequency per Month,0.01,Diagnosis
Other Ear And Sense Organ Disorders,Archetype 4,Prevalence,0.306,Diagnosis
Other Ear And Sense Organ Disorders,Archetype 4,Mean Frequency,2.49,Diagnosis
Other Ear And Sense Organ Disorders,Archetype 4,Median Frequency,2.0,Diagnosis
Other Ear And Sense Organ Disorders,Archetype 4,Frequency per Quarter,0.05,Diagnosis
Other Ear And Sense Organ Disorders,Archetype 4,Frequency per Month,0.02,Diagnosis
Other Ear And Sense Organ Disorders,Overall,Prevalence,0.137,Diagnosis
Other Ear And Sense Organ Disorders,Overall,Mean Frequency,2.01,Diagnosis
Other Ear And Sense Organ Disorders,Overall,Median Frequency,1.0,Diagnosis
Other Ear And Sense Organ Disorders,Overall,Frequency per Quarter,0.03,Diagnosis
Other Ear And Sense Organ Disorders,Overall,Frequency per Month,0.01,Diagnosis
Other Ear And Sense Organ Disorders,Standard Deviation,Mean Frequency,0.37,Diagnosis
Other Ear And Sense Organ Disorders,Standard Deviation,Median Frequency,0.45,Diagnosis
Other Ear And Sense Organ Disorders,Standard Deviation,Frequency per Quarter,0.01,Diagnosis
Other Ear And Sense Organ Disorders,Standard Deviation,Frequency per Month,0.0,Diagnosis
Other Eye Disorders,Archetype 1,Prevalence,0.369,Diagnosis
Other Eye Disorders,Archetype 1,Mean Frequency,2.12,Diagnosis
Other Eye Disorders,Archetype 1,Median Frequency,2.0,Diagnosis
Other Eye Disorders,Archetype 1,Frequency per Quarter,0.34,Diagnosis
Other Eye Disorders,Archetype 1,Frequency per Month,0.21,Diagnosis
Other Eye Disorders,Archetype 2,Prevalence,0.404,Diagnosis
Other Eye Disorders,Archetype 2,Mean Frequency,2.77,Diagnosis
Other Eye Disorders,Archetype 2,Median Frequency,2.0,Diagnosis
Other Eye Disorders,Archetype 2,Frequency per Quarter,0.16,Diagnosis
Other Eye Disorders,Archetype 2,Frequency per Month,0.05,Diagnosis
Other Eye Disorders,Archetype 3,Prevalence,0.424,Diagnosis
Other Eye Disorders,Archetype 3,Mean Frequency,3.04,Diagnosis
Other Eye Disorders,Archetype 3,Median Frequency,2.0,Diagnosis
Other Eye Disorders,Archetype 3,Frequency per Quarter,0.09,Diagnosis
Other Eye Disorders,Archetype 3,Frequency per Month,0.03,Diagnosis
Other Eye Disorders,Archetype 4,Prevalence,0.537,Diagnosis
Other Eye Disorders,Archetype 4,Mean Frequency,3.73,Diagnosis
Other Eye Disorders,Archetype 4,Median Frequency,2.0,Diagnosis
Other Eye Disorders,Archetype 4,Frequency per Quarter,0.14,Diagnosis
Other Eye Disorders,Archetype 4,Frequency per Month,0.05,Diagnosis
Other Eye Disorders,Overall,Prevalence,0.401,Diagnosis
Other Eye Disorders,Overall,Mean Frequency,2.64,Diagnosis
Other Eye Disorders,Overall,Median Frequency,2.0,Diagnosis
Other Eye Disorders,Overall,Frequency per Quarter,0.23,Diagnosis
Other Eye Disorders,Overall,Frequency per Month,0.12,Diagnosis
Other Eye Disorders,Standard Deviation,Mean Frequency,0.59,Diagnosis
Other Eye Disorders,Standard Deviation,Median Frequency,0.0,Diagnosis
Other Eye Disorders,Standard Deviation,Frequency per Quarter,0.1,Diagnosis
Other Eye Disorders,Standard Deviation,Frequency per Month,0.07,Diagnosis
Other Gastrointestinal Disorders,Archetype 1,Prevalence,0.26,Diagnosis
Other Gastrointestinal Disorders,Archetype 1,Mean Frequency,2.15,Diagnosis
Other Gastrointestinal Disorders,Archetype 1,Median Frequency,1.0,Diagnosis
Other Gastrointestinal Disorders,Archetype 1,Frequency per Quarter,0.24,Diagnosis
Other Gastrointestinal Disorders,Archetype 1,Frequency per Month,0.14,Diagnosis
Other Gastrointestinal Disorders,Archetype 2,Prevalence,0.452,Diagnosis
Other Gastrointestinal Disorders,Archetype 2,Mean Frequency,3.06,Diagnosis
Other Gastrointestinal Disorders,Archetype 2,Median Frequency,2.0,Diagnosis
Other Gastrointestinal Disorders,Archetype 2,Frequency per Quarter,0.19,Diagnosis
Other Gastrointestinal Disorders,Archetype 2,Frequency per Month,0.06,Diagnosis
Other Gastrointestinal Disorders,Archetype 3,Prevalence,0.46,Diagnosis
Other Gastrointestinal Disorders,Archetype 3,Mean Frequency,2.93,Diagnosis
Other Gastrointestinal Disorders,Archetype 3,Median Frequency,2.0,Diagnosis
Other Gastrointestinal Disorders,Archetype 3,Frequency per Quarter,0.09,Diagnosis
Other Gastrointestinal Disorders,Archetype 3,Frequency per Month,0.03,Diagnosis
Other Gastrointestinal Disorders,Archetype 4,Prevalence,0.743,Diagnosis
Other Gastrointestinal Disorders,Archetype 4,Mean Frequency,6.51,Diagnosis
Other Gastrointestinal Disorders,Archetype 4,Median Frequency,4.0,Diagnosis
Other Gastrointestinal Disorders,Archetype 4,Frequency per Quarter,0.33,Diagnosis
Other Gastrointestinal Disorders,Archetype 4,Frequency per Month,0.11,Diagnosis
Other Gastrointestinal Disorders,Overall,Prevalence,0.381,Diagnosis
Other Gastrointestinal Disorders,Overall,Mean Frequency,3.22,Diagnosis
Other Gastrointestinal Disorders,Overall,Median Frequency,2.0,Diagnosis
Other Gastrointestinal Disorders,Overall,Frequency per Quarter,0.2,Diagnosis
Other Gastrointestinal Disorders,Overall,Frequency per Month,0.1,Diagnosis
Other Gastrointestinal Disorders,Standard Deviation,Mean Frequency,1.69,Diagnosis
Other Gastrointestinal Disorders,Standard Deviation,Median Frequency,1.1,Diagnosis
Other Gastrointestinal Disorders,Standard Deviation,Frequency per Quarter,0.09,Diagnosis
Other Gastrointestinal Disorders,Standard Deviation,Frequency per Month,0.04,Diagnosis
Other Hereditary And Degenerative Nervous System Conditions,Archetype 1,Prevalence,0.067,Diagnosis
Other Hereditary And Degenerative Nervous System Conditions,Archetype 1,Mean Frequency,1.65,Diagnosis
Other Hereditary And Degenerative Nervous System Conditions,Archetype 1,Median Frequency,1.0,Diagnosis
Other Hereditary And Degenerative Nervous System Conditions,Archetype 1,Frequency per Quarter,0.04,Diagnosis
Other Hereditary And Degenerative Nervous System Conditions,Archetype 1,Frequency per Month,0.02,Diagnosis
Other Hereditary And Degenerative Nervous System Conditions,Archetype 2,Prevalence,0.128,Diagnosis
Other Hereditary And Degenerative Nervous System Conditions,Archetype 2,Mean Frequency,2.54,Diagnosis
Other Hereditary And Degenerative Nervous System Conditions,Archetype 2,Median Frequency,1.0,Diagnosis
Other Hereditary And Degenerative Nervous System Conditions,Archetype 2,Frequency per Quarter,0.04,Diagnosis
Other Hereditary And Degenerative Nervous System Conditions,Archetype 2,Frequency per Month,0.01,Diagnosis
Other Hereditary And Degenerative Nervous System Conditions,Archetype 3,Prevalence,0.126,Diagnosis
Other Hereditary And Degenerative Nervous System Conditions,Archetype 3,Mean Frequency,2.64,Diagnosis
Other Hereditary And Degenerative Nervous System Conditions,Archetype 3,Median Frequency,1.0,Diagnosis
Other Hereditary And Degenerative Nervous System Conditions,Archetype 3,Frequency per Quarter,0.02,Diagnosis
Other Hereditary And Degenerative Nervous System Conditions,Archetype 3,Frequency per Month,0.01,Diagnosis
Other Hereditary And Degenerative Nervous System Conditions,Archetype 4,Prevalence,0.287,Diagnosis
Other Hereditary And Degenerative Nervous System Conditions,Archetype 4,Mean Frequency,4.54,Diagnosis
Other Hereditary And Degenerative Nervous System Conditions,Archetype 4,Median Frequency,2.0,Diagnosis
Other Hereditary And Degenerative Nervous System Conditions,Archetype 4,Frequency per Quarter,0.09,Diagnosis
Other Hereditary And Degenerative Nervous System Conditions,Archetype 4,Frequency per Month,0.03,Diagnosis
Other Hereditary And Degenerative Nervous System Conditions,Overall,Prevalence,0.109,Diagnosis
Other Hereditary And Degenerative Nervous System Conditions,Overall,Mean Frequency,2.69,Diagnosis
Other Hereditary And Degenerative Nervous System Conditions,Overall,Median Frequency,1.0,Diagnosis
Other Hereditary And Degenerative Nervous System Conditions,Overall,Frequency per Quarter,0.04,Diagnosis
Other Hereditary And Degenerative Nervous System Conditions,Overall,Frequency per Month,0.02,Diagnosis
Other Hereditary And Degenerative Nervous System Conditions,Standard Deviation,Mean Frequency,1.06,Diagnosis
Other Hereditary And Degenerative Nervous System Conditions,Standard Deviation,Median Frequency,0.45,Diagnosis
Other Hereditary And Degenerative Nervous System Conditions,Standard Deviation,Frequency per Quarter,0.03,Diagnosis
Other Hereditary And Degenerative Nervous System Conditions,Standard Deviation,Frequency per Month,0.01,Diagnosis
Other Injuries And Conditions Due To External Causes,Archetype 1,Prevalence,0.119,Diagnosis
Other Injuries And Conditions Due To External Causes,Archetype 1,Mean Frequency,1.37,Diagnosis
Other Injuries And Conditions Due To External Causes,Archetype 1,Median Frequency,1.0,Diagnosis
Other Injuries And Conditions Due To External Causes,Archetype 1,Frequency per Quarter,0.05,Diagnosis
Other Injuries And Conditions Due To External Causes,Archetype 1,Frequency per Month,0.03,Diagnosis
Other Injuries And Conditions Due To External Causes,Archetype 2,Prevalence,0.28,Diagnosis
Other Injuries And Conditions Due To External Causes,Archetype 2,Mean Frequency,1.88,Diagnosis
Other Injuries And Conditions Due To External Causes,Archetype 2,Median Frequency,1.0,Diagnosis
Other Injuries And Conditions Due To External Causes,Archetype 2,Frequency per Quarter,0.07,Diagnosis
Other Injuries And Conditions Due To External Causes,Archetype 2,Frequency per Month,0.02,Diagnosis
Other Injuries And Conditions Due To External Causes,Archetype 3,Prevalence,0.287,Diagnosis
Other Injuries And Conditions Due To External Causes,Archetype 3,Mean Frequency,1.98,Diagnosis
Other Injuries And Conditions Due To External Causes,Archetype 3,Median Frequency,1.0,Diagnosis
